,Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
1058,"ASUS VivoBook 17 F1704VA-AU080W Intel Core i5-1335U/16GB/512GB SSD/17.3""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,17.3,No,862.19
1059,"Apple MacBook Pro Intel Core i5/8GB/512GB SSD/13"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i5,8,512,SSD,,13.0,No,856.08
1060,"HP 15S-EQ2101NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,HP,15S,AMD Ryzen 5,8,256,SSD,,15.6,No,478.26
1061,"HP 15S-EQ2110NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,15S,AMD Ryzen 3,8,512,SSD,,15.6,No,405.39
1062,"HP 15S-FQ4102NS Intel Core i7-1195G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i7,8,512,SSD,,15.6,No,734.64
1063,"HP 255 G9 AMD Ryzen 5 5625U/8GB/512 GB SSD/15.6""",New,HP,255,AMD Ryzen 5,8,512,SSD,,15.6,No,507.53
1064,"Lenovo ThinkBook 13s G4 IAP Intel Core i7-1260P/16GB/512GB SSD/13.3""",New,Lenovo,ThinkBook,Intel Core i7,16,512,SSD,,13.3,No,1288.19
1065,"ASUS VivoBook Pro 15 OLED K3500PC-L1293 Intel Core i5-11300H/16 GB/512GB SSD/RTX 3050/15.6""",Refurbished,Asus,VivoBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1099.0
1066,"Lenovo V15 G3 IAP Intel Core i7-1255U/8GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,8,512,SSD,,15.6,No,903.3
1067,"Microsoft Surface Pro 9 Platino Intel Evo Core i5-1235U/8GB/256GB SSD/13"" Táctil",New,Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,,13.0,Yes,1293.93
1068,"Apple MacBook Air Intel Core i5 1.6GHz/8GB/256GB SSD/13.3"" Retina Plata",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,SSD,,13.3,No,655.76
1069,"Apple MacBook Air Intel Core i5/16GB/512GB SSD/13.3"" Dorado Rosa",Refurbished,Apple,MacBook Air,Intel Core i5,16,512,SSD,,13.3,No,884.99
1070,"Apple MacBook Pro Apple M1/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Apple M1,8,256,SSD,,13.3,No,1029.76
1071,"HP ProBook 430 G5 Intel Core i5-8250U/8GB/256GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,,13.3,No,413.0
1072,"Dell Latitude 5530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,,15.6,No,1334.21
1073,"Lenovo ThinkBook 16 G4+ IAP Intel Core i7-1255U/16GB/512GB SSD/16""",New,Lenovo,ThinkBook,Intel Core i7,16,512,SSD,,16.0,No,1233.38
1074,"Lenovo V17 G3 IAP Intel Core i5-1235U/16GB/512GB SSD/17.3""",New,Lenovo,V17,Intel Core i5,16,512,SSD,,17.3,No,999.62
1075,"Samsung Chromebook Go Intel Celeron N4500/4GB/64GB eMMC/14""",New,Samsung,Chromebook,Intel Celeron,4,64,eMMC,,14.0,No,369.27
1076,"ASUS ROG Strix G17  G713PV-R97B46CB1 AMD Ryzen 9 7945HX/16GB/1TB SSD/RTX4060/17.3"" (PT)",New,Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 4060,17.3,No,2203.07
1077,"Asus Rog Strix G15 G513QY-HQ008 AMD Ryzen 9 5900HX/16GB/1TB SSD/RX6800M/15.6""",Refurbished,Asus,ROG,AMD Ryzen 9,16,1000,SSD,,15.6,No,1248.59
1078,"Apple MacBook Pro Intel Core i5 1.4GHz/8GB/256GB SSD/13.3"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,,13.3,No,759.2
1079,"Lenovo ThinkPad P14s Gen 3 Intel Core i7-1260P/32GB/1TB SSD/Quadro T550/14""",New,Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,T 550,14.0,No,2539.0
1080,"Acer Aspire 3 A317-53G-54LF Intel Core i5-1135G7/8GB/512GB SSD/MX350/17.3""",Refurbished,Acer,Aspire,Intel Core i5,8,512,SSD,,17.3,No,713.28
1081,"HP 15S-fq4015ns Intel Core i5-1155G7/8GB/512GB SSD/15.6""",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,530.19
1082,"HP Victus 16-E0069NS AMD Ryzen 5 5600H/8GB/512GB SSD/GTX 1650/16.1""",New,HP,Victus,AMD Ryzen 5,8,512,SSD,GTX 1650,16.1,No,845.48
1083,MSI Katana 17 B13VFK-439PT Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/17.3'' (PT),New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1927.84
1084,"ASUS F415EA-EK1464 Intel Core i3-1115G4/8GB/256GB SSD/14""",New,Asus,F415EA,Intel Core i3,8,256,SSD,,14.0,No,471.63
1085,"ASUS VivoBook F515EA-BQ3013W Intel Core i5-1135G7/8GB/512GB/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,,,15.6,No,527.0
1086,"Dell Latitude 5430 Intel Core i5-1235U/8GB/256GB SSD/14""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,14.0,No,1032.38
1087,"Lenovo IdeaPad 5 14ALC05 AMD Ryzen 5 5500U/16GB/512 GB SSD/14""",New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,,14.0,No,749.0
1088,"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/8 GB/512GB SSD/15.6""",New,Lenovo,V15,AMD Ryzen 5,8,512,SSD,,15.6,No,439.0
1089,"Lenovo V15 G3 IAP Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i7,16,512,SSD,,15.6,No,930.24
1090,"MSI Katana GF66 12UGS-665XES Intel Core i7-12700H/32GB/1TB SSD/RTX3070Ti/15.6""",Refurbished,MSI,Katana,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1899.0
1091,"ASUS ExpertBook B1 B1500CEAE-EJ2824X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,512,SSD,,15.6,No,693.0
1092,"ASUS TUF Dash F15 TUF517ZM-HN078 Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1095.0
1093,"ASUS VivoBook 13 Slate OLED T3300KA-LQ069W Intel Pentium Silver N6000/8 GB/128GB SSD/13.3"" Táctil",New,Asus,VivoBook,Intel Pentium,8,128,SSD,,13.3,Yes,749.99
1094,"Acer Aspire 5 A514-54G-59FU Intel Core i5-1135G7/8GB/512GB SSD/MX350/14""",New,Acer,Aspire,Intel Core i5,8,512,SSD,,14.0,No,769.58
1095,"Acer Extensa 15 EX215-52-59MA Intel Core i5-1035G1/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,,15.6,No,531.8
1096,"Acer Extensa 15 EX215-54-51HW Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,,15.6,No,529.9
1097,"Lenovo IdeaPad 3 14ALC6 AMD Ryzen 5 5500U/8 GB/512GB SSD/14""",New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,,14.0,No,757.0
1098,"Lenovo ThinkPad E14 G4 Intel Core i5-1235U/16GB/512GB SSD/14""",New,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,14.0,No,1069.0
1099,"MSI Raider GE78HX 13VH-065ES Intel Core i9-13950HX/32GB/2TB SSD/RTX 4080/17""",New,MSI,Raider,Intel Core i9,32,2000,SSD,RTX 4080,17.0,No,7150.47
1100,"HP EliteBook x360 1030 G3 Intel Core i5-8250U/8GB/256GB SSD/13.3"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,13.3,Yes,620.0
1101,"Lenovo LOQ 15IRH8-279 Intel Core i5-13500H/16GB/512GB SSD/RTX4060/15.6"" (PT)",New,Lenovo,LOQ,Intel Core i5,16,512,SSD,RTX 4060,15.6,No,1498.33
1102,"Acer Chromebook 314 CB314-1H-C07W Intel Celeron N4020/8GB/64GB eMMC/14"" + Funda Protectora con Bolsillo Frontal",New,Acer,Chromebook,Intel Celeron,8,64,eMMC,,14.0,No,374.0
1103,"ASUS TUF Gaming F15 FX506HE-HN012 Intel Core i5-11400H/16 GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,949.0
1104,"Apple MacBook Intel Core M3/8GB/256GB/12"" Oro",Refurbished,Apple,Macbook,Intel Core M3,8,256,,,12.0,No,553.58
1105,"Dell Latitude 3330 Intel Core i5-1155G7/8 GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,,13.3,No,912.0
1106,"Dell Vostro 5620 Intel Core i5-1240P/16GB/512GB SSD/16""",New,Dell,Vostro,Intel Core i5,16,512,SSD,,16.0,No,961.6
1107,"ASUS ZenBook 14 UM425UAZ-KI016W AMD Ryzen 7 5700U/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,849.0
1108,"ASUS Zenbook 14 OLED UX3402ZA-KM023W Intel Evo Core i7-1260P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Evo Core i7,16,512,SSD,,14.0,No,1299.0
1109,"Asus VivoBook S14 S433EA-AM612T Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,VivoBook,Intel Core i7,16,512,SSD,,14.0,No,799.0
1110,"ASUS VivoBook 17 F1704VA-AU116W Intel Core i7-1355U/16GB/512GB SSD/17.3""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,,17.3,No,912.0
1111,"HP Pavilion 15-EG1008NS Intel Core i7-1195G7/16GB/512GB SSD/15.6""",New,HP,Pavilion,Intel Core i7,16,512,SSD,,15.6,No,959.93
1112,"HP Pavilion x360 14-ek0031ns Intel Core i7-1255U/16GB/512GB SSD/14"" Táctil",New,HP,Pavilion,Intel Core i7,16,512,SSD,,14.0,Yes,1267.58
1113,"ASUS ZenBook 13 OLED UX325EA Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3""",New,Asus,ZenBook,Intel Evo Core i7,16,512,SSD,,13.3,No,1016.0
1114,"Dell Vostro 5320 Intel Evo Core i5-1240P/16GB/512GB SSD/13.3""",New,Dell,Vostro,Intel Evo Core i5,16,512,SSD,,13.3,No,1020.24
1115,"ASUS P1511CEA-BR1796X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Asus,BR,Intel Core i5,8,512,SSD,,15.6,No,699.0
1116,"Acer Aspire 3 A315-58-79LA Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Acer,Aspire,Intel Core i7,16,512,SSD,,15.6,No,586.54
1117,"Acer Extensa 15 EX215-54-54AL Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,,15.6,No,709.65
1118,"Aspire 3 A315-56-35D3 Intel Core i3-1005G1 8GB/512GB SSD/15.6"" (PT)",Refurbished,Acer,Aspire,Intel Core i3,8,512,SSD,,15.6,No,340.24
1119,"Asus ROG Zephyrus G14 GA401IU-HA123T AMD Ryzen 9 4900HS/16GB/1TB SSD/GTX 1660 Ti/14""",Refurbished,Asus,ROG,AMD Ryzen 9,16,1000,SSD,GTX 1660,14.0,No,1277.64
1120,"Dynabook Toshiba Tecra A50-J-1BI Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Tecra,Intel Core i5,8,512,SSD,,15.6,No,959.0
1121,"MSI Creator Z17 A12UGST-040ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3070 Ti/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3070,17.0,Yes,3099.0
1122,"MSI Pulse GL76 12UEK-245XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",Refurbished,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 3060,17.3,No,1999.0
1123,"ASUS ROG Flow Z13 2022 GZ301ZE-LD183W Intel Core i9-12900H/16GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Refurbished,Asus,ROG,Intel Core i9,16,1000,SSD,RTX 3050,13.4,Yes,1899.0
1124,"ASUS ROG Strix G15 G513RM-HQ262 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1299.0
1125,"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6"" + Gamepad para Xbox Series Negro",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,1409.0
1126,"ASUS ZenBook 14 UM425QA-KI188 AMD Ryzen 5 5600H/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,608.64
1127,"Acer Nitro 5 AN515-58-7365 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/15.6""",Refurbished,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1299.0
1128,"Acer Predator Helios 300 PH317-55-74GD Intel Core i7-11800H/16GB/1TB SSD/RTX3060/17.3""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,1498.14
1129,"Acer Predator Triton 500 SE PT516-51s-77EQ Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,1106.09
1130,"Apple MacBook Air Intel Core i5/8GB/256GB SSD/13.3"" Plata",Refurbished,Apple,MacBook Air,Intel Core i5,8,256,SSD,,13.3,No,765.33
1131,"Apple MacBook Intel Core M3/8GB/256GB/12"" Gris Espacial",Refurbished,Apple,Macbook,Intel Core M3,8,256,,,12.0,No,553.58
1132,"Apple MacBook Intel Core i5/512GB/12"" Gris Espacial",Refurbished,Apple,Macbook,Intel Core i5,8,512,,,12.0,No,684.65
1133,"Apple MacBook Pro Apple M1 Pro/16GB/1TB SSD/14.2"" Plata",Refurbished,Apple,MacBook Pro,Apple M1 Pro,16,1000,SSD,,14.2,No,2749.0
1134,"Apple MacBook Pro Intel Core i5/8GB/256GB SSD/13"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,256,SSD,,13.0,No,815.75
1135,"Apple MacBook Pro Intel Core i7 2.6GHz/16GB/256GB SSD/Radeon Pro 555X/15.4"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i7,16,256,SSD,,15.4,No,1118.25
1136,"Apple Macbook Pro Intel Core i9/16GB/1TB SSD/Radeon Pro 5500M/16"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i9,16,1000,SSD,Radeon Pro 5500M,16.0,No,1924.9
1137,"Asus TUF Gaming F15 FX506HM-HN014 Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,TUF,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,905.84
1138,"Asus ZenBook Flip 13 OLED UX363EA-HP525T Intel Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",Refurbished,Asus,ZenBook,Intel Core i7,16,512,SSD,,13.3,Yes,1299.0
1139,"Asus ZenBook S UX393EA-HK003T Intel Evo Core i7-1165G7/16GB/512GB SSD/13.9"" Táctil",Refurbished,Asus,ZenBook,Intel Evo Core i7,16,512,SSD,,13.9,Yes,1599.0
1140,"HP 250 G8 Intel Core i5-1135G7/8GB/512GB SSD/15.6"" Plata",Refurbished,HP,250,Intel Core i5,8,512,SSD,,15.6,No,566.58
1141,"HP EliteBook 830 G7 Intel Core i5-10210U/16GB/512GB SSD/13.3""",Refurbished,HP,EliteBook,Intel Core i5,16,512,SSD,,13.3,No,1329.2
1142,"HP OMEN 16-c0043ns AMD Ryzen 7 5800H/16GB/512GB SSD/RX 6600M/16.1""",Refurbished,HP,Omen,AMD Ryzen 7,16,512,SSD,Radeon RX 6600M,16.1,No,634.34
1143,"HP Omen 16-B0048NS Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1447.64
1144,"HP ProBook 430 G7 8VT57EA Intel Core i7-10510U/16GB/512GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i7,16,512,SSD,,13.3,No,1420.98
1145,"HP ProBook 640 G3 Intel Core i5-7200U/4GB/500GB/14""",Refurbished,HP,ProBook,Intel Core i5,4,500,,,14.0,No,370.01
1146,"HP Victus 16-E0006NP AMD Ryzen 7 5800H 8GB/512GB/RTX3050/16,1"" (PT)",Refurbished,HP,Victus,AMD Ryzen 7,8,512,,RTX 3050,16.1,No,829.19
1147,"LG Gram 16Z90Q-G.AP7BB Intel Evo Core i7-1260P/32GB/2TB SSD/16""",Refurbished,LG,Gram,Intel Evo Core i7,32,2000,SSD,,16.0,No,1882.19
1148,"Lenovo ThinkPad E14 Gen 2 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,1339.45
1149,"MSI Creator Pro Z17 A12UMST-202ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,17.0,Yes,4499.0
1150,MSI GP76 Leopard 10UG-055XPT Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3'' (PT),Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1599.0
1151,"MSI Modern 15 B12M-024XES Intel Core i7-1255U/16GB/512GB SSD/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,512,SSD,,15.6,No,807.78
1152,"MSI Prestige 14 A11SCX-060ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14.0,No,1649.0
1153,"MSI Prestige 14 A12UC-230XES Intel Core i7-1280P/16GB/512GB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1399.0
1154,"MSI Raider GE67HX 12UGS-023ES Intel Core i9-12900HX/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3070,15.6,No,3299.0
1155,MSI Stealth 15M B12UE-029XPT Intel Core i7-1260P/32GB/1TB SSD/RTX 3060/15.6'' (PT),Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1322.09
1156,"Razer Blade 15 Advanced Model 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,4399.99
1157,"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,4099.99
1158,"Samsung Galaxy Book2 Pro 360 Intel Evo Core i7-1260P/16GB/512GB SSD/15.6"" Táctil",Refurbished,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,,15.6,Yes,1699.0
1159,"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/16"" + T7 SSD PCIe NVMe USB 3.2 500GB",New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,,16.0,No,2099.0
1160,"ASUS F515EA-EJ3076W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i5,16,512,SSD,,15.6,No,720.92
1161,"Lenovo V15 Gen 2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,16,512,SSD,,15.6,No,810.81
1162,"Microsoft Surface Pro 7+ Intel Core i7-1165G7/32GB/1TB SSD/12.3"" Táctil Platino",New,Microsoft,Surface Pro,Intel Core i7,32,1000,SSD,,12.3,Yes,2014.58
1163,"ASUS ExpertBook P1512CEA-EJ0086X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Asus,ExpertBook,Intel Core i5,16,512,SSD,,15.6,No,729.0
1164,"ASUS F415EA-EK1005W Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Asus,F415EA,Intel Core i5,8,512,SSD,,14.0,No,579.0
1165,"ASUS ROG Zephyrus G14 2022 GA402RJ-L8099W AMD Ryzen 7 6800HS/16GB/1TB SSD/Radeon RX 6700S/14""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,,14.0,No,2199.0
1166,"ASUS ROG Zephyrus G15 GA503RM-HQ079W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,2199.0
1167,"ASUS VivoBook 13 Slate OLED T3300KA-LQ031WS Intel Pentium Silver N6000/4GB/128GB/13.3"" Táctil",Refurbished,Asus,VivoBook,Intel Pentium,4,128,,,13.3,Yes,561.1
1168,"ASUS Vivobook F1500EA-EJ2370W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,899.0
1169,Acer Aspire 5 A515-57 Intel Core i5-1235U/8GB/512GB SSD/15.6'' (PT),Refurbished,Acer,Aspire,Intel Core i5,8,512,SSD,,15.6,No,477.6
1170,"Acer Chromebook 314 CB314-1H-C07W Intel Celeron N4020/8GB/64GB eMMC/14""",New,Acer,Chromebook,Intel Celeron,8,64,eMMC,,14.0,No,346.99
1171,"Acer Chromebook 314 CB314-1H-C24N Intel Celeron N4020/8GB/64GB eMMC/14""",Refurbished,Acer,Chromebook,Intel Celeron,8,64,eMMC,,14.0,No,359.0
1172,"Acer Predator Helios 300 PH315-53-79C2 Intel Core i7-10750H/16GB/1TB SSD/RTX 3080/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3080,15.6,No,1999.0
1173,"Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,,,13.0,No,604.0
1174,"Apple MacBook Pro Touch Bar Intel Core i7/16GB/512GB/15"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,,,15.0,No,987.15
1175,"Asus Chromebook Z1500CN-EJ0400 Intel Celeron N3350/8GB/64GB eMMC/15.6""",Refurbished,Asus,Chromebook,Intel Celeron,8,64,eMMC,,15.6,No,399.0
1176,"Asus Zenbook 14 UX425EA-KI359 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,Intel Core i7,16,512,SSD,,14.0,No,849.0
1177,"Dell Latitude 5520 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",Refurbished,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1125.75
1178,"Dell Latitude 7490 Intel Core i5-8350U/8GB/256GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,8,256,SSD,,14.0,No,699.0
1179,"Dynabook Toshiba Satellite Pro C50-G-10T Intel Core i7-10510U/16GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Satellite Pro,Intel Core i7,16,512,SSD,,15.6,No,799.0
1180,"Gigabyte AORUS 17 XE4-73ES514SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2399.0
1181,"Gigabyte U4 UD-50ES823SD Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,Gigabyte,U4,Intel Core i5,16,512,SSD,,14.0,No,799.0
1182,"HP 15S-EQ2090NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,660.99
1183,"HP 15S-FQ5013NS Intel Core i5-1235U/8GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,760.99
1184,"HP EliteBook 640 G9 Intel Core i7-1255U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,,14.0,No,1255.73
1185,"HP EliteBook 650 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,,15.6,No,1654.05
1186,"HP EliteBook 840 G7 Intel Core i5-10210U/8GB/256GB SSD/14"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,14.0,Yes,1395.03
1187,"HP ProBook 430 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,,13.3,No,490.0
1188,"HP ProBook 440 G6 Intel Core i5-8265U/8GB/256GB SSD/14""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,,14.0,No,550.01
1189,"Lenovo ThinkPad T14s Gen 2 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,14.0,No,1901.48
1190,"Lenovo ThinkPad T490 Intel Core i5-8265U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,,14.0,Yes,877.63
1191,"Lenovo ThinkPad T490 Intel Core i7-8565U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,14.0,No,794.99
1192,"Lenovo V15 IGL Intel Celeron N4020/8GB/256 GB SSD/15.6""+Microsoft 365 Personal 12 Meses Descarga Digital",New,Lenovo,V15,Intel Celeron,8,256,SSD,,15.6,No,411.0
1193,"MSI Katana GF76 12UD-035ES Intel Core i7-12700H/16 GB/1TB SSD/RTX 3050Ti/17.3""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,17.3,No,1599.0
1194,"MSI Prestige 14 A10RAS-081ES Intel Core i7-10510U/16GB/1TB SSD/MX330/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,MX 330,14.0,No,1278.99
1195,"MSI Prestige 15 A12UC-200XES Intel Core i7-1280P/16GB/512GB SSD/RTX 3050/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1399.0
1196,"MSI Prestige 16 A12UD-219XES Intel Core i7-1280P/32GB/1TB SSD/RTX 3050Ti/16""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,1375.14
1197,"MSI Raider GE67HX 12UHS-030ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3799.0
1198,"Medion Erazer Deputy P10 MD62132 Intel Core i5-10300H/8GB/512GB SSD/GTX 1660Ti/15.6"" + Crucial SO-DIMM DDR4 8GB 3200MHz",New,Medion,Deputy,Intel Core i5,8,512,SSD,GTX 1660,15.6,No,1029.0
